sensors 30
relays 292
e 7 50 88.3 122880 1.02681803002736e-07 5e-08
e 7 54 89.2 122880 2.26889987483121e-07 5e-08
e 7 55 88 122880 1.0096057960857e-07 5e-08
e 7 94 89.5 122880 2.37199154255459e-07 5e-08
e 7 240 88.4 122880 2.60256780679638e-07 5e-08
e 7 241 87 122880 2.16936696710873e-07 5e-08
e 7 293 87.6 122880 2.06288064573596e-07 5e-08
e 7 294 85.4 122880 5.33933564730519e-08 5e-08
e 7 320 87.8 122880 1.66586978372715e-07 5e-08
e 7 321 87.4 122880 1.40474713888949e-07 5e-08
e 8 4 88.6 122880 2.50347183500462e-07 5e-08
e 8 32 84.7 122880 7.13391627907626e-08 5e-08
e 8 43 87 122880 1.87194928600807e-07 5e-08
e 8 44 88.3 122880 1.66882639369813e-07 5e-08
e 8 60 87.3 122880 1.73614188863384e-07 5e-08
e 8 61 87.6 122880 2.05508482664629e-07 5e-08
e 8 63 88.3 122880 1.00283603866136e-07 5e-08
e 8 64 85.3 122880 6.14548550012502e-08 5e-08
e 8 65 85.8 122880 6.60313354982855e-08 5e-08
e 8 66 88.8 122880 1.00056876594592e-07 5e-08
e 8 67 87.7 122880 9.66489645209098e-08 5e-08
e 8 80 88.9 122880 1.05345148224493e-07 5e-08
e 8 81 89.2 122880 2.10636658194058e-07 5e-08
e 8 85 89.2 122880 1.16231893018915e-07 5e-08
e 8 135 88.9 122880 1.56682512002277e-07 5e-08
e 8 136 88.8 122880 1.14221643022424e-07 5e-08
e 8 291 87 122880 8.69688423561956e-08 5e-08
e 8 300 88.4 122880 1.15394384406002e-07 5e-08
e 8 301 88.7 122880 1.07803798175597e-07 5e-08
e 8 302 86.8 122880 1.96877136684094e-07 5e-08
e 9 69 89.9 122880 2.65442824355454e-07 5e-08
e 9 71 89.6 122880 6.88290207259717e-08 5e-08
e 9 73 89.8 122880 6.62154240249828e-08 5e-08
e 9 74 88.6 122880 6.74620873563187e-08 5e-08
e 9 75 89.9 122880 1.07048163331003e-07 5e-08
e 9 77 89.3 122880 1.46197711022811e-07 5e-08
e 9 78 89.6 122880 7.89929045790579e-08 5e-08
e 9 88 89.3 122880 3.0711151264445e-07 5e-08
e 9 89 89.5 122880 1.65471660165143e-07 5e-08
e 9 109 88.9 122880 1.1451505809492e-07 5e-08
e 9 323 89.7 122880 9.88623250217149e-08 5e-08
e 10 11 89.8 122880 1.01123145049937e-07 5e-08
e 10 30 88.3 122880 6.08373053613323e-08 5e-08
e 10 31 89.8 122880 7.60390053509398e-08 5e-08
e 10 36 89.4 122880 5.73871764707327e-08 5e-08
e 10 40 89.4 122880 1.10479705081394e-07 5e-08
e 10 78 89.2 122880 2.4912091724321e-07 5e-08
e 10 79 87.7 122880 1.0029498105627e-07 5e-08
e 10 86 89.9 122880 1.46164035871701e-07 5e-08
e 10 303 88.6 122880 6.55423523026141e-08 5e-08
e 11 10 89.8 122880 1.01123145049937e-07 5e-08
e 11 42 89.9 122880 4.55819749518656e-07 5e-08
e 11 44 89.2 122880 3.11787650836201e-07 5e-08
e 11 301 89.6 122880 1.1935975920304e-07 5e-08
e 12 13 87.8 122880 6.13809784881965e-08 5e-08
e 12 105 88 122880 1.10443208547457e-07 5e-08
e 12 106 88.4 122880 1.06073384767476e-07 5e-08
e 12 107 87.8 122880 5.7919118945448e-08 5e-08
e 12 147 87.2 122880 1.2233430950827e-07 5e-08
e 12 148 87.8 122880 1.86293540890106e-07 5e-08
e 12 149 89.9 122880 3.43769478332278e-07 5e-08
e 12 296 89.3 122880 5.96392863951037e-08 5e-08
e 13 12 87.8 122880 6.13809784881965e-08 5e-08
e 13 104 89.2 122880 8.1420135558598e-08 5e-08
e 13 105 89.5 122880 1.22592165382834e-07 5e-08
e 13 106 89.4 122880 1.19947681955854e-07 5e-08
e 13 107 88.7 122880 8.82856930448221e-08 5e-08
e 13 147 86.1 122880 7.91512347631352e-08 5e-08
e 13 148 88.3 122880 1.09199802012163e-07 5e-08
e 13 149 88.3 122880 1.98423912754488e-07 5e-08
e 14 69 89.3 122880 1.45506223821888e-07 5e-08
e 14 89 89.7 122880 3.68191466567148e-07 5e-08
e 14 112 90 122880 5.997501407715e-08 5e-08
e 14 114 89.7 122880 1.08779639684296e-07 5e-08
e 14 115 88.7 122880 9.95718268525023e-08 5e-08
e 14 116 88.8 122880 1.43010071867266e-07 5e-08
e 15 57 89.8 122880 2.88049119130413e-07 5e-08
e 15 147 89 122880 2.01628592629313e-07 5e-08
e 15 148 88 122880 9.9403172798581e-08 5e-08
e 15 149 84.8 122880 6.71743190189521e-08 5e-08
e 15 150 87.8 122880 6.03630461430991e-08 5e-08
e 15 151 89 122880 9.11727420540525e-08 5e-08
e 15 152 88.9 122880 1.65187834253726e-07 5e-08
e 15 153 87.9 122880 6.23761415400275e-08 5e-08
e 15 154 88.4 122880 1.00920406017018e-07 5e-08
e 15 159 88.3 122880 1.07771277597452e-07 5e-08
e 15 313 88.3 122880 6.20371313150738e-08 5e-08
e 15 314 89 122880 1.22493168139028e-07 5e-08
e 15 315 88.4 122880 1.36140007607839e-07 5e-08
e 15 316 87.3 122880 1.90024519744049e-07 5e-08
e 16 4 89.9 122880 3.6839841857572e-07 5e-08
e 16 42 89.4 122880 4.18276008843168e-07 5e-08
e 16 58 87.7 122880 8.55146622535137e-08 5e-08
e 16 59 87.7 122880 1.38697467083406e-07 5e-08
e 16 172 87.2 122880 1.69779978202424e-07 5e-08
e 16 173 86.9 122880 1.15605857177551e-07 5e-08
e 16 174 87.3 122880 9.81924787819861e-08 5e-08
e 16 175 86.3 122880 7.35160026392036e-08 5e-08
e 16 176 85.8 122880 6.6624297146978e-08 5e-08
e 16 177 86.3 122880 6.12135652648051e-08 5e-08
e 16 282 89 122880 1.60872104318454e-07 5e-08
e 16 283 88 122880 1.55563152665165e-07 5e-08
e 16 284 89.1 122880 1.40771802168385e-07 5e-08
e 17 2 89.4 122880 1.16970175283682e-07 5e-08
e 17 18 89.7 122880 6.73310177657083e-08 5e-08
e 17 33 88.8 122880 1.4634145361744e-07 5e-08
e 17 34 89.3 122880 1.89377108543113e-07 5e-08
e 17 37 89.5 122880 1.19993544883418e-07 5e-08
e 17 38 88 122880 1.64365033452322e-07 5e-08
e 17 90 89.3 122880 2.37386910746218e-07 5e-08
e 17 179 88.9 122880 1.64170811133279e-07 5e-08
e 17 180 89.1 122880 1.13422874809924e-07 5e-08
e 17 181 90 122880 1.02152591598764e-07 5e-08
e 17 182 89.9 122880 6.1076014171975e-08 5e-08
e 17 183 89.8 122880 2.69565132206999e-07 5e-08
e 17 204 89.5 122880 1.20694500947837e-07 5e-08
e 18 2 89.6 122880 6.64285383274337e-08 5e-08
e 18 17 89.7 122880 6.73310177657083e-08 5e-08
e 18 33 89.9 122880 8.3231770583796e-08 5e-08
e 18 34 89.7 122880 8.69108812621243e-08 5e-08
e 18 35 89.6 122880 1.78606384336343e-07 5e-08
e 18 37 89.5 122880 7.37751521750658e-08 5e-08
e 18 39 90 122880 2.14840886004258e-07 5e-08
e 18 90 89.3 122880 1.10162665058893e-07 5e-08
e 18 179 90 122880 4.14514042866604e-07 5e-08
e 18 180 90 122880 2.97543928674287e-07 5e-08
e 18 181 89.7 122880 2.68390371650619e-07 5e-08
e 18 182 89.1 122880 1.06116845503347e-07 5e-08
e 18 205 89.8 122880 2.56067389002529e-07 5e-08
e 18 206 89.8 122880 7.95087933355333e-08 5e-08
e 19 185 88.6 122880 1.12905660082322e-07 5e-08
e 19 186 89.6 122880 1.06295083270525e-07 5e-08
e 19 187 89.3 122880 1.15490786721602e-07 5e-08
e 19 188 89.3 122880 1.2313617390361e-07 5e-08
e 19 192 89.3 122880 6.46117349912469e-08 5e-08
e 19 193 89.4 122880 6.60617767078469e-08 5e-08
e 19 194 89.2 122880 8.86383255907188e-08 5e-08
e 19 195 88.8 122880 1.27000022467283e-07 5e-08
e 19 196 89.8 122880 7.87275884403166e-08 5e-08
e 19 199 89.5 122880 2.15391860112192e-07 5e-08
e 19 200 89.3 122880 1.2180415498125e-07 5e-08
e 19 201 89.3 122880 1.11057141452254e-07 5e-08
e 19 202 89.2 122880 9.88789990242405e-08 5e-08
e 19 203 89.3 122880 7.4568381983545e-08 5e-08
e 19 307 88.8 122880 9.57644846962124e-08 5e-08
e 20 29 90 122880 3.91539525491477e-07 5e-08
e 20 171 90 122880 3.09329447552188e-07 5e-08
e 20 207 88.6 122880 6.22392586369411e-08 5e-08
e 20 208 88 122880 1.04535044728685e-07 5e-08
e 20 209 89.2 122880 1.90521720521489e-07 5e-08
e 20 211 88.5 122880 8.50457840102199e-08 5e-08
e 20 212 88.3 122880 6.06464915383063e-08 5e-08
e 20 213 86.8 122880 5.85431599414092e-08 5e-08
e 20 214 88.2 122880 7.80308878694796e-08 5e-08
e 20 215 89.7 122880 1.12650059496742e-07 5e-08
e 20 217 88.5 122880 8.93549854039327e-08 5e-08
e 20 218 88.6 122880 1.28373299620716e-07 5e-08
e 20 219 89.4 122880 3.47119570881529e-07 5e-08
e 20 267 89.7 122880 5.19366340845024e-07 5e-08
e 20 287 88.9 122880 1.9621215400896e-07 5e-08
e 20 288 87.8 122880 1.0492535271536e-07 5e-08
e 20 289 89.3 122880 1.10313645930158e-07 5e-08
e 20 290 88.8 122880 7.03904975641657e-08 5e-08
e 20 308 87.3 122880 7.23596866880783e-08 5e-08
e 21 66 88.7 122880 7.49653662741743e-08 5e-08
e 21 132 89.9 122880 5.08353455451255e-07 5e-08
e 21 133 88.8 122880 2.15574304346073e-07 5e-08
e 21 134 87.9 122880 1.18299349194908e-07 5e-08
e 21 135 88.3 122880 7.471370845669e-08 5e-08
e 21 136 88.2 122880 6.12212471145198e-08 5e-08
e 21 137 88.3 122880 6.66170779860913e-08 5e-08
e 21 138 88.6 122880 8.80472653479867e-08 5e-08
e 21 139 88.7 122880 1.4620906360356e-07 5e-08
e 21 140 90 122880 3.17266405323899e-07 5e-08
e 21 220 89.9 122880 3.68892335655948e-07 5e-08
e 21 221 88.7 122880 1.44846266875446e-07 5e-08
e 21 222 88.3 122880 8.27299241428469e-08 5e-08
e 21 223 88.1 122880 5.90360672690214e-08 5e-08
e 21 224 88.2 122880 5.97825503185731e-08 5e-08
e 21 225 87.7 122880 9.20394330396037e-08 5e-08
e 21 226 89 122880 1.53190417986198e-07 5e-08
e 21 227 89.6 122880 3.60451817851589e-07 5e-08
e 22 25 89.7 122880 3.14220447318315e-07 5e-08
e 22 26 89.5 122880 1.22381792590597e-07 5e-08
e 22 45 89.6 122880 1.11441381163113e-07 5e-08
e 22 51 86.9 122880 2.37245047435468e-07 5e-08
e 22 145 89.9 122880 3.39664529368099e-07 5e-08
e 22 146 89.6 122880 1.71214617314705e-07 5e-08
e 22 245 87.8 122880 1.08331744547149e-07 5e-08
e 22 246 88.5 122880 1.02444151533553e-07 5e-08
e 22 247 85.3 122880 6.29031578421674e-08 5e-08
e 22 248 85.7 122880 5.39219546284259e-08 5e-08
e 22 249 85.8 122880 6.81946105079609e-08 5e-08
e 22 253 86.6 122880 7.04168746703724e-08 5e-08
e 22 254 87.2 122880 1.23484444208917e-07 5e-08
e 22 255 86.1 122880 1.20046961589952e-07 5e-08
e 22 297 87.1 122880 1.12652936362138e-07 5e-08
e 23 25 88.8 122880 9.2566307419825e-08 5e-08
e 23 26 88.5 122880 1.04916367438961e-07 5e-08
e 23 249 88.4 122880 1.00556297951684e-07 5e-08
e 23 250 88.8 122880 1.0243315631258e-07 5e-08
e 23 251 88.2 122880 1.1855060817885e-07 5e-08
e 23 252 88.3 122880 1.84387637015603e-07 5e-08
e 23 253 85.2 122880 9.00296570403934e-08 5e-08
e 23 254 88.6 122880 7.79630222222786e-08 5e-08
e 23 255 87.1 122880 6.29486608148835e-08 5e-08
e 23 256 86.2 122880 5.79611498597331e-08 5e-08
e 23 257 88.1 122880 1.00290907306018e-07 5e-08
e 23 258 87.6 122880 1.86916479025178e-07 5e-08
e 23 260 89.4 122880 1.71106809668036e-07 5e-08
e 23 261 88.8 122880 2.3085181199237e-07 5e-08
e 23 262 89.5 122880 4.01959499870664e-07 5e-08
e 23 269 89.5 122880 2.43245152531134e-07 5e-08
e 23 270 88.3 122880 1.92010960108301e-07 5e-08
e 23 272 89.5 122880 1.22500860909089e-07 5e-08
e 23 273 88.8 122880 1.94996183907865e-07 5e-08
e 23 274 87.8 122880 1.22042583353665e-07 5e-08
e 23 297 86.6 122880 7.75602185197209e-08 5e-08
e 23 299 89 122880 2.01861082783268e-07 5e-08
e 24 1 85.9 122880 1.47701499960667e-07 5e-08
e 24 234 89.3 122880 1.1282841363876e-07 5e-08
e 24 235 86.3 122880 1.00290325563027e-07 5e-08
e 24 236 88.2 122880 1.12595586690218e-07 5e-08
e 24 237 88.5 122880 2.04752897423708e-07 5e-08
e 24 257 89.7 122880 3.81225196966062e-07 5e-08
e 24 261 89.3 122880 1.07911608576665e-07 5e-08
e 24 262 86.8 122880 6.54929818672216e-08 5e-08
e 24 263 86.4 122880 6.34331283664428e-08 5e-08
e 24 264 87 122880 1.0908079909828e-07 5e-08
e 24 265 88.4 122880 1.21763603862375e-07 5e-08
e 24 267 89.5 122880 8.78403434672128e-07 5e-08
e 24 268 89.2 122880 7.24715929860066e-07 5e-08
e 24 271 89.2 122880 3.48599203465273e-07 5e-08
e 24 272 87.3 122880 1.29563106443169e-07 5e-08
e 24 273 86.3 122880 7.94716965982922e-08 5e-08
e 24 274 89.9 122880 9.11438642470277e-07 5e-08
e 25 22 89.7 122880 3.14220447318315e-07 5e-08
e 25 23 88.8 122880 9.2566307419825e-08 5e-08
e 25 26 89.9 122880 6.83541499849334e-08 5e-08
e 25 214 90 122880 2.67584425770777e-07 5e-08
e 25 215 89.1 122880 1.15601205271388e-07 5e-08
e 25 248 88.2 122880 2.39567220987949e-07 5e-08
e 25 250 89.8 122880 4.19131537142695e-07 5e-08
e 25 253 86.9 122880 1.0508253807479e-07 5e-08
e 25 254 85.9 122880 6.13416363706046e-08 5e-08
e 25 255 86.9 122880 6.67488002285405e-08 5e-08
e 25 268 87.5 122880 1.84765802195548e-07 5e-08
e 25 269 86.5 122880 8.42442625348351e-08 5e-08
e 25 270 88.5 122880 7.11730668187991e-08 5e-08
e 25 271 89.6 122880 8.11782615702344e-08 5e-08
e 25 272 88.5 122880 1.20401219071266e-07 5e-08
e 25 273 88.4 122880 3.43646726041502e-07 5e-08
e 25 274 86.6 122880 5.77961747131376e-08 5e-08
e 25 297 86.5 122880 6.6198393438039e-08 5e-08
e 26 22 89.5 122880 1.22381792590597e-07 5e-08
e 26 23 88.5 122880 1.04916367438961e-07 5e-08
e 26 25 89.9 122880 6.83541499849334e-08 5e-08
e 26 248 88 122880 1.15697070502235e-07 5e-08
e 26 251 89 122880 5.27963704903636e-07 5e-08
e 26 253 86.8 122880 6.85566820208892e-08 5e-08
e 26 254 86.7 122880 5.471092517183e-08 5e-08
e 26 255 87.7 122880 6.45367425169267e-08 5e-08
e 26 256 88.7 122880 1.92468612204258e-07 5e-08
e 26 275 87.5 122880 6.69769542984238e-08 5e-08
e 26 276 88.2 122880 1.06934390199892e-07 5e-08
e 26 277 88.3 122880 2.70220363656949e-07 5e-08
e 26 297 87.2 122880 5.47746765413538e-08 5e-08
e 26 299 86.9 122880 5.99018398992157e-08 5e-08
e 27 28 84.9 122880 6.82195928257839e-08 5e-08
e 27 29 88.4 122880 1.3132785573861e-07 5e-08
e 27 58 90 122880 1.86334369300816e-07 5e-08
e 27 61 89.4 122880 1.82298423444588e-07 5e-08
e 27 62 89.2 122880 1.31819410348199e-07 5e-08
e 27 140 88.5 122880 1.4965459568619e-07 5e-08
e 27 141 88.8 122880 1.26037706327263e-07 5e-08
e 27 142 88.7 122880 9.00668631611826e-08 5e-08
e 27 143 87 122880 6.03617813003199e-08 5e-08
e 27 144 88.3 122880 8.91386218421511e-08 5e-08
e 27 174 89.2 122880 5.24434588101131e-07 5e-08
e 27 176 89 122880 2.28838400929948e-07 5e-08
e 27 219 88.8 122880 1.55679831168557e-07 5e-08
e 27 220 88.4 122880 1.34020876076849e-07 5e-08
e 27 221 89.4 122880 3.25020339838855e-07 5e-08
e 27 277 88 122880 1.41743255326661e-07 5e-08
e 27 278 88.2 122880 1.04941431765258e-07 5e-08
e 27 279 88 122880 7.07149992760021e-08 5e-08
e 27 280 87.4 122880 6.22815571472114e-08 5e-08
e 27 281 87.6 122880 6.62138067194435e-08 5e-08
e 27 282 86.3 122880 7.9050864651662e-08 5e-08
e 27 283 87.5 122880 9.83525708146373e-08 5e-08
e 27 284 87.4 122880 8.60308568127067e-08 5e-08
e 27 285 87.4 122880 5.9909440016232e-08 5e-08
e 27 286 87.6 122880 8.59792553652175e-08 5e-08
e 28 27 84.9 122880 6.82195928257839e-08 5e-08
e 28 58 88.8 122880 1.08369246443322e-07 5e-08
e 28 59 87.8 122880 1.83994958395813e-07 5e-08
e 28 61 88.1 122880 2.93095438131902e-07 5e-08
e 28 142 86.1 122880 1.60216725558576e-07 5e-08
e 28 143 87 122880 9.56851347370194e-08 5e-08
e 28 144 87.6 122880 2.00855822565407e-07 5e-08
e 28 173 87.2 122880 2.09714123792364e-07 5e-08
e 28 174 86.8 122880 1.5836476070025e-07 5e-08
e 28 175 88.2 122880 1.10868226659767e-07 5e-08
e 28 176 89.6 122880 9.9633330535999e-08 5e-08
e 28 219 89.8 122880 1.42795761211024e-07 5e-08
e 28 277 89.6 122880 1.42119938643489e-07 5e-08
e 28 278 89.9 122880 1.1117955121865e-07 5e-08
e 28 279 88.9 122880 9.53336460087475e-08 5e-08
e 28 280 87.8 122880 1.00248251604976e-07 5e-08
e 28 281 88.8 122880 1.18605512813429e-07 5e-08
e 28 282 86.1 122880 5.24600479085782e-08 5e-08
e 28 283 85.5 122880 5.73827707688625e-08 5e-08
e 28 284 85.9 122880 5.39033625230323e-08 5e-08
e 28 285 87.6 122880 6.17071599860412e-08 5e-08
e 28 286 88.4 122880 7.26729299576414e-08 5e-08
e 29 20 90 122880 3.91539525491477e-07 5e-08
e 29 27 88.4 122880 1.3132785573861e-07 5e-08
e 29 171 88 122880 2.21000951020903e-07 5e-08
e 29 172 89.3 122880 2.53315787613023e-07 5e-08
e 29 173 89.7 122880 2.26743750146366e-07 5e-08
e 29 174 88.5 122880 2.18615658950984e-07 5e-08
e 29 175 88.6 122880 2.37740938714324e-07 5e-08
e 29 176 89.3 122880 3.13675514987521e-07 5e-08
e 29 207 89.6 122880 3.42246944792033e-07 5e-08
e 29 213 88.6 122880 1.76290330446657e-07 5e-08
e 29 214 89.1 122880 1.91121747112086e-07 5e-08
e 29 217 88.2 122880 9.71039977404687e-08 5e-08
e 29 218 88.8 122880 7.34438702345692e-08 5e-08
e 29 219 88.6 122880 6.14439303596129e-08 5e-08
e 29 277 88.7 122880 6.4964722680907e-08 5e-08
e 29 278 88.2 122880 6.66683851976754e-08 5e-08
e 29 279 88.9 122880 9.5110560481705e-08 5e-08
e 29 280 88.4 122880 1.32830704595217e-07 5e-08
e 29 281 89.4 122880 2.80084251427676e-07 5e-08
e 29 283 89.4 122880 9.40695923736852e-08 5e-08
e 29 285 88.4 122880 8.30129439851384e-08 5e-08
e 29 286 88 122880 5.8382506267392e-08 5e-08
e 29 287 88.1 122880 5.65563295070688e-08 5e-08
e 29 288 88.2 122880 8.26072251836066e-08 5e-08
e 29 289 87 122880 1.17566821689148e-07 5e-08
e 29 290 87.2 122880 1.49303967355151e-07 5e-08
e 30 10 88.3 122880 6.08373053613323e-08 5e-08
e 30 42 89.2 122880 9.46544469148145e-07 5e-08
e 30 79 88.2 122880 2.01132176347443e-07 5e-08
e 30 303 88.1 122880 1.02336327959329e-07 5e-08
e 31 10 89.8 122880 7.60390053509398e-08 5e-08
